expense_id,expense_date,expense_category,department,amount
E12446,2026-05-21,Customer Support,Support,107342.75
E12447,2026-04-09,Technology,Technology,143615.08
E12448,2026-03-15,Technology,Technology,99538.26
E12449,2025-04-12,Logistics,Operations,13836.52
E12450,2026-04-13,Logistics,Operations,103791.18
E12451,2025-06-04,Salaries,HR,39069.96
E12452,2025-12-22,Operations,Operations,141600.51
E12453,2025-09-29,Technology,Technology,92453.87
E12454,2025-03-08,Salaries,HR,52195.57
E12455,2025-06-13,Logistics,Operations,66317.24
E12456,2026-06-14,Marketing,Marketing,76519.67
E12457,2025-05-10,Salaries,HR,92939.49
E12458,2025-03-24,Operations,Operations,91733.45
E12459,2026-06-14,Customer Support,Support,76583.69
E12460,2025-03-21,Logistics,Operations,74944.51
E12461,2025-03-09,Customer Support,Support,122927.26
E12462,2026-01-22,Infrastructure,Technology,126644.58
E12463,2025-08-13,Customer Support,Support,78785.71
E12464,2025-08-13,Operations,Operations,102567.39
E12465,2025-12-31,Salaries,HR,120112.49
E12466,2026-04-06,Operations,Operations,84273.77
E12467,2025-03-29,Salaries,HR,52695.02
E12468,2025-09-07,Salaries,HR,2294.83
E12469,2025-06-19,Technology,Technology,143236.73
E12470,2025-01-25,Salaries,HR,90173.29
E12471,2025-01-22,Infrastructure,Technology,79009.6
E12472,2025-09-07,Salaries,HR,45010.51
E12473,2025-03-11,Customer Support,Support,19811.78
E12474,2025-07-10,Marketing,Marketing,131137.53
E12475,2025-05-09,Logistics,Operations,148161.52
E12476,2026-02-16,Logistics,Operations,74903.81
E12477,2025-09-16,Infrastructure,Technology,34516.8
E12478,2026-06-27,Customer Support,Support,89744.59
E12479,2025-07-13,Salaries,HR,112291.42
E12480,2025-01-31,Technology,Technology,3497.74
E12481,2025-10-23,Marketing,Marketing,89728.53
E12482,2025-05-23,Infrastructure,Technology,68255.25
E12483,2026-03-20,Marketing,Marketing,146965.24
E12484,2026-05-31,Marketing,Marketing,122283.88
E12485,2025-08-07,Customer Support,Support,38176.79
E12486,2026-07-19,Technology,Technology,107218.63
E12487,2025-08-10,Customer Support,Support,94925.41
E12488,2026-04-10,Salaries,HR,34522.34
E12489,2025-01-13,Customer Support,Support,9540.42
E12490,2025-08-22,Customer Support,Support,38703.86
E12491,2025-09-15,Customer Support,Support,16230.93
E12492,2026-05-15,Marketing,Marketing,75318.31
E12493,2025-09-19,Operations,Operations,106814.06
E12494,2025-12-04,Marketing,Marketing,105178.65
E12495,2025-03-21,Operations,Operations,79348.76
E12496,2025-03-20,Operations,Operations,25533.29
E12497,2025-09-01,Infrastructure,Technology,22537.47
E12498,2026-01-18,Operations,Operations,91531.97
E12499,2025-09-30,Customer Support,Support,15183.81
E12500,2026-05-18,Operations,Operations,77839.5
E12501,2026-05-11,Customer Support,Support,110833.4
E12502,2025-06-30,Logistics,Operations,16245.22
E12503,2025-03-05,Technology,Technology,55410.06
E12504,2026-02-17,Marketing,Marketing,37699.7
E12505,2025-12-27,Operations,Operations,138176.55
E12506,2026-07-28,Marketing,Marketing,15820.3
E12507,2025-02-17,Logistics,Operations,63085.72
E12508,2026-01-11,Marketing,Marketing,75813.85
E12509,2025-12-27,Technology,Technology,80045.51
E12510,2026-02-14,Customer Support,Support,42662.86
E12511,2026-04-16,Logistics,Operations,35022.35
E12512,2025-01-09,Marketing,Marketing,109618.51
E12513,2026-04-20,Customer Support,Support,75386.82
E12514,2026-07-19,Technology,Technology,35173.6
E12515,2026-07-14,Operations,Operations,113377.54
E12516,2025-05-11,Logistics,Operations,87027.17
E12517,2025-06-05,Operations,Operations,48413.45
E12518,2026-04-23,Infrastructure,Technology,32305.61
E12519,2025-01-10,Salaries,HR,12580.96
E12520,2025-05-31,Logistics,Operations,117344.49
E12521,2026-03-02,Marketing,Marketing,34417.91
E12522,2026-07-01,Customer Support,Support,48441.16
E12523,2026-07-12,Infrastructure,Technology,18985.36
E12524,2026-07-06,Salaries,HR,67810.14
E12525,2025-01-06,Customer Support,Support,66751.62
E12526,2025-10-20,Customer Support,Support,88539.64
E12527,2025-11-20,Customer Support,Support,73149.51
E12528,2026-07-12,Marketing,Marketing,99760.09
E12529,2025-02-10,Operations,Operations,135644.68
E12530,2026-03-15,Infrastructure,Technology,40102.01
E12531,2025-10-18,Operations,Operations,12676.75
E12532,2025-01-14,Technology,Technology,75561.59
E12533,2025-01-01,Customer Support,Support,94803.16
E12534,2026-06-09,Logistics,Operations,26813.18
E12535,2025-12-27,Customer Support,Support,129737.17
E12536,2025-10-02,Logistics,Operations,90629.15
E12537,2025-03-01,Infrastructure,Technology,130689.93
E12538,2025-12-05,Customer Support,Support,138753.58
E12539,2026-06-14,Customer Support,Support,49460.68
E12540,2025-07-06,Logistics,Operations,83217.31
E12541,2025-04-28,Customer Support,Support,96583.18
E12542,2026-05-01,Logistics,Operations,84671.96
E12543,2025-06-03,Customer Support,Support,59031.76
E12544,2025-08-03,Technology,Technology,131089.04
E12545,2025-02-19,Logistics,Operations,37903.06
E12546,2025-08-23,Infrastructure,Technology,47606.04
E12547,2025-06-02,Logistics,Operations,45144.24
E12548,2025-05-01,Salaries,HR,65842.7
E12549,2025-09-30,Infrastructure,Technology,62861.53
E12550,2025-03-27,Technology,Technology,119957.74
E12551,2025-03-15,Operations,Operations,78159.01
E12552,2025-02-18,Marketing,Marketing,80027.16
E12553,2026-06-15,Salaries,HR,117793.11
E12554,2025-02-27,Logistics,Operations,139829.14
E12555,2026-04-02,Marketing,Marketing,23176.15
E12556,2026-04-06,Infrastructure,Technology,62540.69
E12557,2026-05-09,Customer Support,Support,104433.31
E12558,2025-01-16,Technology,Technology,60447.5
E12559,2026-05-03,Salaries,HR,51441.58
E12560,2025-01-04,Infrastructure,Technology,130521.17
E12561,2025-07-17,Infrastructure,Technology,137940.1
E12562,2025-06-18,Operations,Operations,9155.3
E12563,2026-06-29,Salaries,HR,114274.29
E12564,2025-04-03,Marketing,Marketing,112114.68
E12565,2026-07-25,Salaries,HR,29125.84
E12566,2025-04-23,Infrastructure,Technology,106242.3
E12567,2025-01-04,Marketing,Marketing,53166.0
E12568,2025-08-17,Marketing,Marketing,76919.04
E12569,2025-07-20,Infrastructure,Technology,104841.34
E12570,2025-01-31,Operations,Operations,76245.91
E12571,2025-03-20,Technology,Technology,110392.01
E12572,2025-02-03,Technology,Technology,106835.8
E12573,2025-03-18,Customer Support,Support,88686.48
E12574,2025-12-27,Marketing,Marketing,113817.19
E12575,2025-09-14,Marketing,Marketing,64224.15
E12576,2025-10-31,Operations,Operations,132670.46
E12577,2025-04-23,Salaries,HR,46255.0
E12578,2025-01-17,Technology,Technology,27736.5
E12579,2025-04-09,Marketing,Marketing,29350.64
E12580,2025-12-11,Marketing,Marketing,90339.24
E12581,2025-01-28,Marketing,Marketing,96355.97
E12582,2025-04-29,Infrastructure,Technology,15062.67
E12583,2025-01-17,Salaries,HR,144126.64
E12584,2025-03-23,Infrastructure,Technology,125025.0
E12585,2025-02-09,Salaries,HR,83001.11
E12586,2025-05-05,Infrastructure,Technology,122221.83
E12587,2025-11-02,Customer Support,Support,13523.55
E12588,2025-10-01,Infrastructure,Technology,90294.82
E12589,2025-01-19,Infrastructure,Technology,32803.62
E12590,2025-11-18,Customer Support,Support,99477.2
E12591,2025-01-30,Customer Support,Support,90030.03
E12592,2026-05-14,Marketing,Marketing,125849.74
E12593,2026-03-24,Technology,Technology,109480.74
E12594,2025-03-14,Infrastructure,Technology,123478.79
E12595,2025-04-28,Logistics,Operations,10582.36
E12596,2025-10-11,Infrastructure,Technology,94676.67
E12597,2026-05-27,Marketing,Marketing,105008.42
E12598,2025-01-08,Operations,Operations,132990.37
E12599,2025-10-29,Operations,Operations,48989.55
E12600,2026-03-30,Salaries,HR,128722.85
E12601,2025-09-21,Operations,Operations,13934.88
E12602,2026-01-06,Marketing,Marketing,121162.87
E12603,2026-04-12,Customer Support,Support,70686.02
E12604,2026-02-16,Infrastructure,Technology,143092.56
E12605,2026-07-31,Marketing,Marketing,117073.05
E12606,2026-01-30,Operations,Operations,60854.49
E12607,2025-04-13,Operations,Operations,124995.52
E12608,2025-09-08,Customer Support,Support,149378.85
E12609,2026-07-01,Technology,Technology,69820.5
E12610,2025-08-30,Operations,Operations,129705.51
E12611,2026-07-23,Marketing,Marketing,78510.65
E12612,2025-10-16,Logistics,Operations,8619.1
E12613,2025-04-04,Operations,Operations,117016.57
E12614,2026-02-25,Operations,Operations,112072.07
E12615,2025-06-23,Operations,Operations,17447.74
E12616,2025-07-03,Marketing,Marketing,90943.89
E12617,2025-12-09,Infrastructure,Technology,77332.61
E12618,2025-04-08,Logistics,Operations,86059.74
E12619,2026-05-12,Logistics,Operations,79526.95
E12620,2025-02-04,Infrastructure,Technology,23386.85
E12621,2025-04-04,Operations,Operations,79325.53
E12622,2025-08-04,Logistics,Operations,66632.48
E12623,2025-12-19,Salaries,HR,20899.89
E12624,2025-09-30,Customer Support,Support,133098.22
E12625,2025-10-22,Operations,Operations,42590.46
E12626,2025-06-18,Technology,Technology,131693.36
E12627,2025-02-09,Operations,Operations,18431.76
E12628,2025-05-25,Marketing,Marketing,94434.14
E12629,2025-04-03,Marketing,Marketing,10036.01
E12630,2026-08-03,Marketing,Marketing,54268.16
E12631,2025-03-24,Technology,Technology,139301.4
E12632,2025-06-25,Salaries,HR,42842.89
E12633,2026-05-09,Technology,Technology,34717.9
E12634,2026-07-24,Salaries,HR,125266.52
E12635,2025-01-09,Customer Support,Support,128108.79
E12636,2025-09-24,Salaries,HR,19754.04
E12637,2025-08-18,Logistics,Operations,66503.2
E12638,2026-03-12,Logistics,Operations,20530.01
E12639,2026-06-16,Technology,Technology,13763.68
E12640,2025-08-14,Operations,Operations,63435.61
E12641,2026-06-17,Salaries,HR,14541.38
E12642,2026-03-16,Logistics,Operations,37471.31
E12643,2025-09-27,Logistics,Operations,124477.4
E12644,2025-10-22,Logistics,Operations,62022.34
E12645,2026-04-09,Logistics,Operations,147439.13
E12646,2025-04-09,Customer Support,Support,140172.96
E12647,2026-05-27,Logistics,Operations,21967.26
E12648,2026-06-16,Marketing,Marketing,122860.92
E12649,2025-11-24,Infrastructure,Technology,2650.05
E12650,2025-08-26,Marketing,Marketing,60242.48
E12651,2025-06-16,Logistics,Operations,85691.75
E12652,2025-12-18,Technology,Technology,90219.41
E12653,2025-01-02,Customer Support,Support,96159.26
E12654,2025-05-17,Operations,Operations,90319.34
E12655,2025-12-15,Technology,Technology,72410.8
E12656,2026-07-29,Infrastructure,Technology,61059.39
E12657,2025-06-30,Marketing,Marketing,20012.37
E12658,2025-05-23,Operations,Operations,109477.36
E12659,2025-09-01,Logistics,Operations,74920.06
E12660,2025-02-02,Operations,Operations,140580.17
E12661,2026-04-16,Technology,Technology,145234.55
E12662,2026-01-17,Operations,Operations,144546.26
E12663,2025-12-12,Logistics,Operations,50705.56
E12664,2025-10-17,Technology,Technology,84078.4
E12665,2025-03-13,Logistics,Operations,26074.91
E12666,2026-01-17,Marketing,Marketing,120158.65
E12667,2026-03-22,Infrastructure,Technology,49907.02
E12668,2025-09-16,Salaries,HR,96729.43
E12669,2025-04-02,Customer Support,Support,130048.14
E12670,2025-10-02,Logistics,Operations,7800.34
E12671,2026-04-11,Technology,Technology,5718.3
E12672,2025-04-06,Logistics,Operations,134681.33
E12673,2025-09-16,Infrastructure,Technology,148460.91
E12674,2025-01-20,Technology,Technology,85820.21
E12675,2026-03-05,Technology,Technology,133979.69
E12676,2026-01-04,Infrastructure,Technology,126284.02
E12677,2026-01-21,Marketing,Marketing,142659.32
E12678,2025-02-14,Infrastructure,Technology,85838.25
E12679,2025-11-13,Operations,Operations,80959.59
E12680,2025-04-06,Customer Support,Support,16783.12
E12681,2025-03-11,Technology,Technology,16933.77
E12682,2025-11-19,Technology,Technology,85891.64
E12683,2026-06-20,Logistics,Operations,12654.14
E12684,2026-05-07,Operations,Operations,54229.47
E12685,2025-04-28,Operations,Operations,26791.23
E12686,2025-05-26,Infrastructure,Technology,135792.47
E12687,2026-05-20,Salaries,HR,7091.15
E12688,2025-01-13,Operations,Operations,36435.76
E12689,2025-11-01,Customer Support,Support,27748.8
E12690,2025-04-15,Infrastructure,Technology,40505.2
E12691,2025-09-08,Logistics,Operations,35170.86
E12692,2025-11-18,Logistics,Operations,6742.42
E12693,2026-06-08,Infrastructure,Technology,135739.25
E12694,2025-10-22,Operations,Operations,4440.42
E12695,2025-07-13,Customer Support,Support,145872.95
E12696,2025-03-17,Logistics,Operations,130284.93
E12697,2026-05-12,Logistics,Operations,72431.6
E12698,2025-06-24,Infrastructure,Technology,114450.78
E12699,2026-05-25,Logistics,Operations,119156.95
E12700,2026-03-27,Infrastructure,Technology,89632.57
E12701,2025-10-24,Technology,Technology,110179.31
E12702,2025-04-07,Salaries,HR,92889.73
E12703,2026-02-25,Marketing,Marketing,82398.87
E12704,2026-05-01,Operations,Operations,122529.52
E12705,2026-06-12,Marketing,Marketing,7685.03
E12706,2026-08-03,Logistics,Operations,99105.11
E12707,2025-12-16,Logistics,Operations,134258.99
E12708,2025-03-08,Operations,Operations,30025.58
E12709,2025-04-05,Marketing,Marketing,85169.84
E12710,2026-02-06,Infrastructure,Technology,72141.48
E12711,2025-09-13,Infrastructure,Technology,60696.61
E12712,2026-03-10,Operations,Operations,103899.2
E12713,2026-02-22,Infrastructure,Technology,118726.54
E12714,2026-04-28,Infrastructure,Technology,137786.66
E12715,2026-07-29,Infrastructure,Technology,62716.02
E12716,2025-03-14,Logistics,Operations,39627.13
E12717,2026-01-10,Operations,Operations,46728.69
E12718,2025-07-04,Technology,Technology,13185.32
E12719,2025-03-26,Logistics,Operations,4525.64
E12720,2025-06-09,Infrastructure,Technology,22993.63
E12721,2026-01-27,Technology,Technology,134718.42
E12722,2025-09-27,Infrastructure,Technology,38242.79
E12723,2025-10-01,Salaries,HR,112911.03
E12724,2025-05-03,Operations,Operations,47838.63
E12725,2026-06-02,Operations,Operations,30222.13
E12726,2025-12-25,Marketing,Marketing,114755.99
E12727,2025-12-24,Salaries,HR,34109.94
E12728,2025-08-11,Salaries,HR,145353.85
E12729,2026-02-20,Technology,Technology,88186.34
E12730,2025-06-13,Salaries,HR,55363.44
E12731,2025-11-10,Logistics,Operations,54002.65
E12732,2026-03-19,Salaries,HR,26033.78
E12733,2025-04-29,Operations,Operations,147408.0
E12734,2025-03-04,Customer Support,Support,146380.3
E12735,2025-08-09,Marketing,Marketing,103133.85
E12736,2025-12-28,Customer Support,Support,66055.17
E12737,2026-04-24,Marketing,Marketing,99444.72
E12738,2026-02-07,Marketing,Marketing,82949.85
E12739,2025-04-02,Salaries,HR,69675.52
E12740,2025-05-22,Infrastructure,Technology,37856.95
E12741,2026-04-25,Logistics,Operations,2544.96
E12742,2025-11-20,Customer Support,Support,14850.82
E12743,2026-03-24,Infrastructure,Technology,90023.43
E12744,2026-04-04,Infrastructure,Technology,34982.25
E12745,2026-07-27,Marketing,Marketing,84428.4
E12746,2025-08-01,Customer Support,Support,148447.73
E12747,2025-02-12,Logistics,Operations,90200.8
E12748,2026-03-11,Operations,Operations,44464.36
E12749,2026-07-22,Technology,Technology,115660.3
E12750,2025-01-22,Technology,Technology,22627.69
E12751,2025-01-23,Logistics,Operations,123239.85
E12752,2026-05-29,Logistics,Operations,33632.06
E12753,2026-05-08,Operations,Operations,129456.11
E12754,2026-06-07,Infrastructure,Technology,37128.46
E12755,2026-01-25,Technology,Technology,109136.09
E12756,2025-12-21,Technology,Technology,137423.46
E12757,2026-03-31,Customer Support,Support,61501.14
E12758,2025-04-24,Operations,Operations,126222.05
E12759,2025-07-22,Salaries,HR,21611.13
E12760,2025-09-28,Customer Support,Support,149440.23
E12761,2025-07-12,Operations,Operations,48869.09
E12762,2025-06-27,Operations,Operations,95123.48
E12763,2025-01-25,Infrastructure,Technology,16393.38
E12764,2025-08-18,Customer Support,Support,13413.56
E12765,2025-09-29,Operations,Operations,67679.38
E12766,2026-01-08,Technology,Technology,145436.66
E12767,2026-03-30,Infrastructure,Technology,17003.28
E12768,2026-08-08,Logistics,Operations,9098.72
E12769,2025-07-01,Salaries,HR,55753.21
E12770,2026-02-15,Salaries,HR,30313.08
E12771,2026-06-17,Salaries,HR,103090.84
E12772,2025-11-14,Logistics,Operations,57857.22
E12773,2025-12-15,Logistics,Operations,128209.95
E12774,2025-07-27,Logistics,Operations,69159.36
E12775,2025-05-05,Infrastructure,Technology,111685.94
E12776,2025-01-08,Technology,Technology,147336.33
E12777,2025-12-08,Technology,Technology,37441.1
E12778,2025-04-06,Technology,Technology,69646.88
E12779,2025-07-06,Operations,Operations,116560.06
E12780,2026-03-31,Logistics,Operations,102120.27
E12781,2025-07-29,Infrastructure,Technology,121288.14
E12782,2025-04-07,Technology,Technology,109148.3
E12783,2025-10-26,Customer Support,Support,11366.96
E12784,2026-02-03,Infrastructure,Technology,72656.78
E12785,2025-11-23,Logistics,Operations,144141.03
E12786,2025-10-13,Technology,Technology,104689.37
E12787,2026-06-07,Infrastructure,Technology,49686.9
E12788,2025-12-21,Logistics,Operations,16236.7
E12789,2025-08-28,Infrastructure,Technology,78000.3
E12790,2025-04-21,Customer Support,Support,98983.51
E12791,2025-03-01,Technology,Technology,92842.92
E12792,2025-06-08,Marketing,Marketing,81690.14
E12793,2025-12-17,Operations,Operations,42342.53
E12794,2026-04-29,Infrastructure,Technology,121498.34
E12795,2025-11-15,Operations,Operations,116019.38
E12796,2026-06-06,Technology,Technology,126083.37
E12797,2025-11-27,Infrastructure,Technology,135259.13
E12798,2026-03-13,Marketing,Marketing,60163.67
E12799,2026-03-29,Customer Support,Support,136657.31
E12800,2025-11-23,Marketing,Marketing,68195.52
E12801,2026-01-16,Infrastructure,Technology,102083.18
E12802,2026-06-04,Infrastructure,Technology,85156.88
E12803,2025-07-04,Logistics,Operations,28656.62
E12804,2025-01-26,Customer Support,Support,114745.37
E12805,2026-02-23,Logistics,Operations,124633.16
E12806,2025-07-16,Operations,Operations,59083.4
E12807,2026-01-17,Salaries,HR,122281.59
E12808,2026-02-23,Technology,Technology,81351.87
E12809,2025-08-27,Infrastructure,Technology,109303.87
E12810,2025-02-23,Marketing,Marketing,95465.58
E12811,2025-07-30,Technology,Technology,148063.45
E12812,2025-11-18,Operations,Operations,22476.84
E12813,2025-10-03,Operations,Operations,144287.47
E12814,2025-06-27,Operations,Operations,92955.15
E12815,2026-06-15,Marketing,Marketing,79698.86
E12816,2025-01-17,Marketing,Marketing,81410.13
E12817,2026-03-07,Salaries,HR,129453.21
E12818,2025-06-28,Customer Support,Support,58651.39
E12819,2025-12-13,Operations,Operations,118870.39
E12820,2026-08-04,Operations,Operations,9016.91
E12821,2025-01-03,Infrastructure,Technology,122733.77
E12822,2025-11-01,Technology,Technology,24254.14
E12823,2025-04-28,Technology,Technology,101081.87
E12824,2026-04-16,Customer Support,Support,52362.05
E12825,2025-07-21,Logistics,Operations,114172.01
E12826,2025-03-28,Customer Support,Support,117521.09
E12827,2025-08-19,Operations,Operations,64878.74
E12828,2026-04-20,Technology,Technology,14015.56
E12829,2025-05-14,Salaries,HR,13372.83
E12830,2026-01-16,Customer Support,Support,109476.37
E12831,2025-01-14,Logistics,Operations,114711.03
E12832,2025-08-29,Technology,Technology,36302.36
E12833,2025-02-17,Customer Support,Support,12503.0
E12834,2026-06-14,Logistics,Operations,61783.87
E12835,2025-08-24,Technology,Technology,124431.94
E12836,2026-08-07,Customer Support,Support,132264.13
E12837,2026-01-29,Infrastructure,Technology,146387.71
E12838,2026-04-25,Technology,Technology,3379.04
E12839,2026-03-21,Marketing,Marketing,71626.76
E12840,2026-06-11,Salaries,HR,2000.02
E12841,2025-02-09,Infrastructure,Technology,49650.5
E12842,2026-03-08,Infrastructure,Technology,103585.0
E12843,2025-08-18,Salaries,HR,123270.16
E12844,2025-08-12,Technology,Technology,17609.67
E12845,2025-08-24,Marketing,Marketing,91733.22
E12846,2026-01-11,Logistics,Operations,110042.44
E12847,2026-02-13,Infrastructure,Technology,85112.81
E12848,2025-07-10,Customer Support,Support,7022.16
E12849,2025-01-07,Salaries,HR,68266.99
E12850,2026-05-03,Infrastructure,Technology,68268.76
E12851,2026-02-09,Logistics,Operations,126939.06
E12852,2025-11-04,Salaries,HR,73760.35
E12853,2026-04-01,Logistics,Operations,88917.97
E12854,2025-02-13,Infrastructure,Technology,140034.33
E12855,2025-07-28,Customer Support,Support,57873.46
E12856,2025-11-11,Infrastructure,Technology,105830.39
E12857,2025-11-20,Logistics,Operations,16689.0
E12858,2025-10-30,Operations,Operations,11483.32
E12859,2025-05-08,Marketing,Marketing,102992.01
E12860,2025-07-04,Customer Support,Support,102247.79
E12861,2025-06-18,Infrastructure,Technology,15363.02
E12862,2025-08-15,Logistics,Operations,85255.95
E12863,2026-02-01,Technology,Technology,101760.04
E12864,2025-03-08,Operations,Operations,107489.95
E12865,2026-05-14,Salaries,HR,28008.37
E12866,2025-12-02,Marketing,Marketing,48869.42
E12867,2026-03-23,Logistics,Operations,118464.48
E12868,2026-02-03,Infrastructure,Technology,25258.08
E12869,2026-03-17,Salaries,HR,34953.14
E12870,2026-07-23,Customer Support,Support,51255.97
E12871,2025-12-21,Salaries,HR,141636.26
E12872,2025-09-30,Technology,Technology,140781.23
E12873,2025-09-26,Technology,Technology,22085.14
E12874,2026-03-24,Operations,Operations,45613.99
E12875,2026-01-26,Marketing,Marketing,91601.96
E12876,2025-06-04,Salaries,HR,34947.5
E12877,2025-10-04,Logistics,Operations,138936.94
E12878,2025-03-07,Marketing,Marketing,35092.84
E12879,2025-07-25,Customer Support,Support,56778.69
E12880,2025-02-09,Marketing,Marketing,149855.6
E12881,2026-02-21,Technology,Technology,23292.71
E12882,2025-01-16,Marketing,Marketing,70138.44
E12883,2025-07-24,Operations,Operations,60691.89
E12884,2025-02-08,Logistics,Operations,143779.55
E12885,2026-04-21,Infrastructure,Technology,128931.51
E12886,2026-04-17,Customer Support,Support,10947.14
E12887,2026-02-14,Technology,Technology,71505.21
E12888,2025-09-25,Customer Support,Support,74742.66
E12889,2025-03-29,Marketing,Marketing,16901.8
E12890,2026-02-15,Operations,Operations,127076.35
E12891,2026-02-17,Customer Support,Support,124963.91
E12892,2025-09-20,Marketing,Marketing,68603.15
E12893,2025-08-14,Operations,Operations,21049.13
E12894,2025-08-13,Technology,Technology,3065.99
E12895,2025-04-16,Customer Support,Support,29042.86
E12896,2025-11-11,Operations,Operations,103264.37
E12897,2026-08-08,Operations,Operations,51142.96
E12898,2026-05-28,Salaries,HR,133963.73
E12899,2025-10-21,Marketing,Marketing,82900.19
E12900,2025-06-27,Infrastructure,Technology,42812.29
E12901,2025-10-28,Operations,Operations,6972.05
E12902,2026-07-07,Technology,Technology,9995.32
E12903,2026-01-13,Logistics,Operations,5138.23
E12904,2026-03-08,Infrastructure,Technology,131138.17
E12905,2026-07-09,Marketing,Marketing,75441.94
E12906,2026-01-16,Salaries,HR,48492.66
E12907,2025-05-30,Salaries,HR,25256.38
E12908,2025-02-10,Infrastructure,Technology,66208.14
E12909,2025-08-15,Logistics,Operations,31849.02
E12910,2026-03-24,Marketing,Marketing,122461.91
E12911,2026-06-03,Marketing,Marketing,100793.69
E12912,2025-09-28,Salaries,HR,20895.59
E12913,2025-09-14,Infrastructure,Technology,109256.67
E12914,2025-10-01,Logistics,Operations,48362.95
E12915,2025-06-12,Technology,Technology,40316.04
E12916,2025-09-09,Operations,Operations,118962.01
E12917,2026-07-20,Technology,Technology,37324.98
E12918,2025-06-22,Infrastructure,Technology,84678.87
E12919,2026-05-26,Marketing,Marketing,61943.47
E12920,2025-02-21,Logistics,Operations,121054.01
E12921,2026-01-15,Marketing,Marketing,27892.52
E12922,2025-09-09,Salaries,HR,55627.77
E12923,2025-05-02,Customer Support,Support,33675.63
E12924,2025-08-12,Salaries,HR,141566.43
E12925,2025-07-01,Logistics,Operations,94739.09
E12926,2026-03-05,Salaries,HR,31781.01
E12927,2025-10-07,Technology,Technology,110420.65
E12928,2026-01-11,Infrastructure,Technology,86098.41
E12929,2025-08-10,Salaries,HR,46288.18
E12930,2025-08-09,Infrastructure,Technology,30405.59
E12931,2025-05-30,Marketing,Marketing,34781.44
E12932,2026-08-06,Customer Support,Support,116175.82
E12933,2026-03-16,Customer Support,Support,85859.42
E12934,2025-10-24,Infrastructure,Technology,65294.99
E12935,2026-01-29,Salaries,HR,46996.99
E12936,2026-05-08,Operations,Operations,43780.5
E12937,2025-05-22,Infrastructure,Technology,87682.9
E12938,2025-12-19,Technology,Technology,98848.81
E12939,2025-10-31,Operations,Operations,19025.3
E12940,2025-03-11,Marketing,Marketing,60004.05
E12941,2025-02-17,Logistics,Operations,124574.94
E12942,2025-11-09,Salaries,HR,35482.15
E12943,2025-04-02,Operations,Operations,25147.82
E12944,2026-02-07,Customer Support,Support,121198.18
E12945,2026-04-17,Salaries,HR,104723.05
E12946,2026-03-05,Logistics,Operations,2659.2
E12947,2025-04-25,Logistics,Operations,7195.02
E12948,2026-07-27,Technology,Technology,7737.08
E12949,2025-05-26,Marketing,Marketing,129633.58
E12950,2026-08-07,Logistics,Operations,31424.75
E12951,2025-01-01,Technology,Technology,50966.03
E12952,2026-05-20,Salaries,HR,46121.53
E12953,2025-10-14,Technology,Technology,67007.83
E12954,2025-08-17,Technology,Technology,50176.21
E12955,2026-04-19,Logistics,Operations,4649.45
E12956,2026-03-14,Logistics,Operations,54701.09
E12957,2026-05-02,Infrastructure,Technology,115594.62
E12958,2025-11-30,Logistics,Operations,84104.39
E12959,2025-12-11,Logistics,Operations,99006.81
E12960,2026-03-06,Operations,Operations,2355.6
E12961,2025-03-23,Logistics,Operations,125794.83
E12962,2026-07-06,Infrastructure,Technology,146651.88
E12963,2026-02-27,Operations,Operations,72981.3
E12964,2025-12-09,Marketing,Marketing,4147.34
E12965,2026-07-23,Salaries,HR,6084.67
E12966,2025-07-06,Infrastructure,Technology,103534.78
E12967,2025-05-17,Logistics,Operations,74211.63
E12968,2025-04-12,Operations,Operations,149849.96
E12969,2025-02-25,Salaries,HR,33833.53
E12970,2025-02-07,Operations,Operations,127305.17
E12971,2025-01-05,Infrastructure,Technology,24795.97
E12972,2025-01-16,Marketing,Marketing,86837.23
E12973,2025-04-24,Salaries,HR,25019.33
E12974,2026-02-18,Logistics,Operations,12395.1
E12975,2025-10-12,Marketing,Marketing,120623.14
E12976,2026-03-08,Marketing,Marketing,120712.48
E12977,2025-12-24,Salaries,HR,22669.14
E12978,2026-04-02,Customer Support,Support,43857.98
E12979,2026-07-24,Logistics,Operations,14747.79
E12980,2025-03-15,Technology,Technology,72019.77
E12981,2025-09-19,Operations,Operations,109171.5
E12982,2025-09-12,Infrastructure,Technology,78764.24
E12983,2025-04-21,Technology,Technology,130573.12
E12984,2025-05-10,Technology,Technology,55972.45
E12985,2025-12-24,Operations,Operations,70611.43
E12986,2025-06-23,Marketing,Marketing,22337.42
E12987,2025-08-13,Technology,Technology,69276.35
E12988,2025-08-11,Salaries,HR,51395.91
E12989,2025-11-11,Infrastructure,Technology,103397.68
E12990,2026-03-17,Customer Support,Support,55739.43
E12991,2025-01-25,Technology,Technology,71185.8
E12992,2025-03-03,Customer Support,Support,26794.36
E12993,2026-01-07,Logistics,Operations,106380.14
E12994,2026-06-14,Operations,Operations,137930.41
E12995,2025-04-27,Marketing,Marketing,131276.23
E12996,2025-07-04,Logistics,Operations,62623.91
E12997,2025-05-24,Operations,Operations,13311.06
E12998,2026-01-27,Salaries,HR,61077.37
E12999,2026-01-17,Logistics,Operations,108689.26
E13000,2026-02-06,Customer Support,Support,148265.73
E13001,2025-10-09,Marketing,Marketing,13162.94
E13002,2025-02-18,Operations,Operations,111998.55
E13003,2025-05-18,Operations,Operations,105362.34
