return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount
R13030,O133880,C106527,P1004,2025-06-30,Changed Mind,11204.06
R13031,O135209,C108927,P1395,2026-06-28,Wrong Product,2236.64
R13032,O124014,C109657,P1122,2026-05-24,Changed Mind,24990.55
R13033,O150839,C101869,P1183,2025-05-13,Wrong Product,3334.09
R13034,O155403,C106448,P1163,2025-03-08,Quality Issue,5739.03
R13035,O159724,C101793,P1307,2025-01-28,Late Delivery,5313.4
R13036,O147988,C109572,P1321,2025-04-15,Changed Mind,11301.6
R13037,O101238,C109977,P1373,2025-03-25,Changed Mind,11566.44
R13038,O114532,C100882,P1019,2026-03-01,Late Delivery,6373.22
R13039,O150211,C100406,P1423,2026-05-28,Damaged Product,2825.48
R13040,O132057,C105593,P1155,2025-04-14,Damaged Product,8959.52
R13041,O134800,C103504,P1193,2026-04-20,Damaged Product,6253.36
R13042,O151616,C102140,P1316,2025-12-29,Quality Issue,16164.65
R13043,O132614,C100256,P1164,2026-08-18,Quality Issue,5552.59
R13044,O139249,C109747,P1083,2025-03-22,Late Delivery,5672.54
R13045,O112005,C100722,P1148,2025-09-12,Quality Issue,14296.71
R13046,O118861,C107753,P1361,2025-05-16,Quality Issue,10273.05
R13047,O158627,C108272,P1004,2025-11-25,Late Delivery,20167.31
R13048,O138800,C106439,P1082,2026-04-23,Late Delivery,9917.54
R13049,O110518,C103548,P1401,2025-04-11,Wrong Product,3223.42
R13050,O115973,C107374,P1478,2025-03-03,Wrong Product,13065.56
R13051,O144503,C104242,P1015,2025-11-27,Damaged Product,8889.79
R13052,O141534,C106894,P1141,2026-03-14,Wrong Product,15761.97
R13053,O105831,C104525,P1182,2025-12-13,Late Delivery,2966.26
R13054,O137249,C108390,P1271,2025-05-24,Late Delivery,8786.72
R13055,O118456,C107234,P1301,2025-07-28,Damaged Product,1933.08
R13056,O132699,C104373,P1078,2026-08-18,Changed Mind,20919.36
R13057,O147313,C108483,P1171,2025-10-12,Quality Issue,15765.66
R13058,O145695,C109162,P1028,2025-02-21,Damaged Product,7869.69
R13059,O152107,C107482,P1029,2025-07-30,Quality Issue,13389.36
R13060,O120348,C108675,P1419,2026-06-30,Late Delivery,4036.55
R13061,O150715,C101963,P1313,2025-10-30,Damaged Product,6019.83
R13062,O115840,C101857,P1286,2025-07-26,Changed Mind,7350.16
R13063,O125904,C103228,P1228,2025-04-25,Wrong Product,1425.78
R13064,O120664,C101788,P1230,2025-06-19,Damaged Product,4254.9
R13065,O148839,C104917,P1243,2025-09-10,Late Delivery,13422.74
R13066,O110065,C101776,P1005,2025-08-18,Wrong Product,687.93
R13067,O117060,C104465,P1304,2025-11-23,Damaged Product,7083.42
R13068,O118210,C100515,P1078,2025-08-10,Wrong Product,16735.49
R13069,O109216,C100261,P1192,2025-09-18,Damaged Product,5216.28
R13070,O144250,C102591,P1386,2025-08-07,Changed Mind,7725.56
R13071,O108218,C104385,P1442,2025-06-09,Wrong Product,7221.54
R13072,O159785,C101569,P1184,2026-02-10,Changed Mind,3188.75
R13073,O159765,C109508,P1182,2026-01-30,Changed Mind,2521.32
R13074,O128844,C109932,P1388,2025-06-23,Wrong Product,4697.39
R13075,O121276,C106767,P1293,2026-02-25,Damaged Product,10108.72
R13076,O129306,C100910,P1104,2025-07-31,Damaged Product,3870.44
R13077,O113164,C108126,P1068,2026-07-04,Changed Mind,4972.58
R13078,O141008,C106178,P1313,2025-07-05,Wrong Product,19263.46
R13079,O151004,C102583,P1293,2025-09-29,Late Delivery,5054.36
R13080,O137550,C108248,P1054,2026-07-21,Quality Issue,4890.37
R13081,O137203,C103422,P1350,2026-06-20,Late Delivery,14103.5
R13082,O104650,C108884,P1075,2025-05-10,Damaged Product,4298.81
R13083,O106362,C106090,P1111,2025-05-18,Changed Mind,5648.13
R13084,O140310,C102255,P1006,2025-02-09,Changed Mind,24523.95
R13085,O113032,C109661,P1076,2025-07-17,Damaged Product,6752.41
R13086,O116899,C107608,P1208,2025-04-06,Quality Issue,20876.14
R13087,O137119,C107452,P1072,2025-11-23,Quality Issue,16518.99
R13088,O100184,C108163,P1053,2025-04-24,Quality Issue,12816.83
R13089,O151949,C109725,P1416,2026-05-24,Damaged Product,10579.92
R13090,O157033,C100296,P1247,2025-05-16,Damaged Product,8450.52
R13091,O139592,C101044,P1437,2025-02-12,Quality Issue,6155.88
R13092,O134406,C102972,P1458,2026-05-16,Damaged Product,8938.32
R13093,O120032,C107831,P1172,2026-08-05,Wrong Product,555.5
R13094,O104398,C105211,P1182,2025-06-15,Wrong Product,3559.51
R13095,O139979,C108375,P1020,2026-04-28,Late Delivery,11082.49
R13096,O142599,C106007,P1107,2026-04-12,Changed Mind,10262.28
R13097,O113302,C107306,P1351,2025-09-03,Late Delivery,6969.15
R13098,O114739,C106063,P1132,2025-07-18,Changed Mind,13143.24
R13099,O104370,C104505,P1191,2025-10-14,Quality Issue,2674.95
R13100,O138103,C107276,P1385,2026-04-06,Wrong Product,8520.18
R13101,O146941,C101796,P1483,2025-09-27,Changed Mind,1897.92
R13102,O125994,C107035,P1474,2026-05-14,Wrong Product,11192.26
R13103,O111233,C102340,P1272,2025-04-17,Quality Issue,3157.06
R13104,O150066,C108061,P1285,2025-03-28,Changed Mind,13997.92
R13105,O140297,C100996,P1246,2026-05-19,Wrong Product,6500.76
R13106,O154072,C109890,P1139,2026-02-26,Late Delivery,20655.55
R13107,O127014,C101771,P1217,2026-02-22,Changed Mind,9754.32
R13108,O107179,C103906,P1409,2026-08-16,Quality Issue,9436.48
R13109,O147525,C107259,P1075,2025-06-23,Wrong Product,17195.24
R13110,O114096,C107855,P1242,2025-10-15,Quality Issue,2320.68
R13111,O136213,C102872,P1299,2026-02-22,Damaged Product,11571.93
R13112,O105429,C105304,P1182,2026-03-30,Late Delivery,5339.27
R13113,O153713,C106773,P1467,2026-01-19,Damaged Product,5772.11
R13114,O128022,C104752,P1040,2025-10-02,Damaged Product,15378.2
R13115,O138128,C105278,P1183,2026-02-07,Quality Issue,3000.68
R13116,O159574,C109333,P1418,2026-04-26,Changed Mind,4559.92
R13117,O103044,C107480,P1052,2025-09-02,Changed Mind,18103.03
R13118,O100041,C100147,P1399,2025-11-26,Late Delivery,8041.66
R13119,O130121,C107852,P1218,2025-03-24,Wrong Product,8672.43
R13120,O146165,C103465,P1200,2025-05-11,Wrong Product,4355.71
R13121,O139818,C108728,P1386,2025-05-03,Quality Issue,8154.76
R13122,O135185,C101778,P1133,2025-03-15,Damaged Product,5823.51
R13123,O147486,C108418,P1070,2025-08-09,Damaged Product,241.98
R13124,O123355,C108756,P1277,2026-01-16,Quality Issue,11581.65
R13125,O147958,C100737,P1245,2026-06-03,Wrong Product,9572.4
R13126,O156280,C107905,P1257,2025-04-10,Quality Issue,16232.55
R13127,O140242,C104019,P1155,2025-09-20,Late Delivery,2986.51
R13128,O123812,C109890,P1048,2025-06-05,Late Delivery,17664.78
R13129,O124748,C106411,P1018,2025-11-25,Changed Mind,7056.09
R13130,O117750,C104513,P1041,2025-09-04,Quality Issue,9932.33
R13131,O131355,C100426,P1126,2026-03-17,Damaged Product,6709.91
R13132,O115769,C107392,P1268,2026-02-11,Quality Issue,23919.44
R13133,O118546,C100627,P1037,2025-01-18,Damaged Product,20460.28
R13134,O111114,C105174,P1269,2025-10-22,Damaged Product,11767.2
R13135,O148949,C101033,P1197,2025-12-27,Late Delivery,13214.48
R13136,O104510,C107389,P1458,2026-05-06,Damaged Product,6620.98
R13137,O143154,C101061,P1416,2026-07-11,Late Delivery,17985.86
R13138,O116966,C108484,P1289,2025-08-22,Late Delivery,5293.55
R13139,O124002,C106290,P1347,2026-04-10,Changed Mind,3362.51
R13140,O145490,C100129,P1489,2026-01-17,Wrong Product,10012.77
R13141,O113967,C106128,P1467,2025-09-19,Damaged Product,3634.29
R13142,O157043,C104389,P1189,2026-05-30,Wrong Product,1083.84
R13143,O115578,C102826,P1345,2026-01-14,Late Delivery,4792.96
R13144,O133682,C106393,P1372,2025-03-30,Damaged Product,17111.18
R13145,O104051,C106324,P1130,2026-04-22,Wrong Product,18582.12
R13146,O150582,C104671,P1081,2025-05-03,Late Delivery,16006.32
R13147,O113321,C100613,P1062,2025-06-13,Quality Issue,14803.95
R13148,O133786,C102159,P1356,2026-06-29,Damaged Product,28969.4
R13149,O109870,C106521,P1166,2025-04-10,Quality Issue,2067.3
R13150,O158074,C107445,P1486,2025-07-12,Late Delivery,11460.62
R13151,O124507,C104047,P1316,2026-01-21,Wrong Product,17960.72
R13152,O100207,C104027,P1064,2026-06-05,Late Delivery,9147.1
R13153,O119269,C107139,P1217,2025-07-16,Late Delivery,13168.33
R13154,O113220,C107154,P1292,2025-11-06,Wrong Product,9210.04
R13155,O134134,C100364,P1227,2026-07-07,Damaged Product,9365.63
R13156,O137732,C104084,P1192,2025-03-16,Wrong Product,2608.14
R13157,O159654,C102229,P1094,2025-10-09,Late Delivery,9846.35
R13158,O115686,C100199,P1443,2026-01-01,Quality Issue,10947.1
R13159,O153268,C109906,P1449,2025-09-27,Changed Mind,10468.75
R13160,O131213,C103839,P1436,2026-04-03,Wrong Product,3630.04
R13161,O116656,C100867,P1277,2026-07-21,Wrong Product,6876.6
R13162,O137149,C109774,P1425,2025-11-30,Damaged Product,5273.78
R13163,O108278,C105874,P1061,2026-01-08,Damaged Product,13220.69
R13164,O136904,C102480,P1099,2026-04-10,Damaged Product,12624.96
R13165,O159673,C100148,P1061,2026-02-12,Quality Issue,17627.59
R13166,O105474,C107673,P1119,2025-12-16,Wrong Product,2417.76
R13167,O134148,C103222,P1141,2026-08-11,Wrong Product,10507.98
R13168,O125117,C100672,P1135,2025-10-28,Wrong Product,4180.56
R13169,O156439,C100429,P1373,2025-11-12,Quality Issue,4578.38
R13170,O115999,C104510,P1313,2025-08-15,Late Delivery,24079.32
R13171,O134210,C106284,P1419,2025-06-04,Wrong Product,12109.65
R13172,O141550,C103411,P1071,2025-04-08,Late Delivery,5921.69
R13173,O134566,C108349,P1049,2025-04-01,Quality Issue,6510.69
R13174,O125650,C104727,P1340,2025-06-05,Quality Issue,13375.16
R13175,O142714,C108036,P1228,2026-08-10,Damaged Product,1500.82
R13176,O136207,C106677,P1195,2025-01-05,Late Delivery,8043.87
R13177,O100821,C106525,P1447,2025-12-11,Wrong Product,16965.15
R13178,O148930,C106162,P1070,2025-06-27,Damaged Product,455.49
R13179,O155182,C103745,P1029,2025-07-09,Late Delivery,12684.65
R13180,O103243,C106146,P1074,2025-05-09,Quality Issue,784.34
R13181,O150866,C107327,P1201,2025-08-13,Wrong Product,5938.56
R13182,O135716,C102359,P1457,2025-05-20,Quality Issue,11654.17
R13183,O117606,C100562,P1145,2025-12-14,Quality Issue,1483.08
R13184,O153590,C109257,P1413,2025-09-23,Changed Mind,3565.8
R13185,O128975,C104241,P1212,2025-10-20,Changed Mind,6196.2
R13186,O155533,C109397,P1355,2025-07-15,Changed Mind,6027.96
R13187,O104326,C109546,P1413,2025-03-02,Damaged Product,757.73
R13188,O124662,C100864,P1398,2026-06-30,Late Delivery,2982.6
R13189,O143769,C109594,P1487,2026-01-10,Late Delivery,5744.76
R13190,O112416,C106838,P1026,2025-03-18,Changed Mind,13410.52
R13191,O131208,C109691,P1221,2026-06-04,Quality Issue,2231.88
R13192,O123266,C108816,P1479,2025-08-07,Late Delivery,19279.0
R13193,O135550,C101178,P1155,2025-11-10,Changed Mind,12574.76
R13194,O139369,C109659,P1070,2026-07-15,Damaged Product,811.34
R13195,O127170,C109690,P1330,2026-04-19,Changed Mind,5758.67
R13196,O102207,C104728,P1377,2026-01-29,Wrong Product,10090.88
R13197,O105102,C103671,P1172,2025-09-13,Late Delivery,999.9
R13198,O152652,C109694,P1489,2026-03-22,Changed Mind,16687.95
R13199,O132730,C105640,P1459,2025-12-18,Wrong Product,1743.36
R13200,O148681,C106156,P1195,2025-05-21,Damaged Product,9049.36
R13201,O125231,C101200,P1334,2026-02-06,Late Delivery,12459.42
R13202,O147017,C103873,P1352,2025-10-28,Damaged Product,8557.15
R13203,O117917,C109770,P1095,2026-08-29,Quality Issue,1107.76
R13204,O130902,C109895,P1296,2026-04-09,Late Delivery,2750.15
R13205,O106952,C108901,P1249,2026-02-07,Damaged Product,1736.35
R13206,O149807,C105738,P1207,2025-11-06,Quality Issue,3760.8
R13207,O155711,C102712,P1228,2026-02-19,Damaged Product,2851.56
R13208,O123472,C108022,P1014,2026-06-21,Changed Mind,2704.58
R13209,O143851,C104178,P1265,2025-11-12,Changed Mind,8648.3
R13210,O147506,C105160,P1415,2026-08-15,Wrong Product,4409.28
R13211,O111701,C101890,P1275,2025-12-05,Damaged Product,16027.68
R13212,O122544,C108653,P1197,2025-11-25,Changed Mind,11012.07
R13213,O156722,C104975,P1066,2025-08-29,Late Delivery,1730.86
R13214,O157252,C103376,P1431,2025-12-17,Quality Issue,15298.5
R13215,O102074,C102132,P1399,2025-07-17,Damaged Product,16976.84
R13216,O153976,C108405,P1321,2025-02-20,Quality Issue,15068.8
R13217,O126171,C106424,P1111,2026-03-19,Late Delivery,2091.9
R13218,O151978,C104790,P1412,2025-04-14,Late Delivery,22572.76
R13219,O157446,C104312,P1255,2025-04-30,Late Delivery,4939.89
R13220,O117135,C100804,P1376,2025-07-03,Late Delivery,1462.01
R13221,O120317,C104180,P1098,2025-06-06,Late Delivery,4948.8
R13222,O109790,C105359,P1017,2025-05-10,Late Delivery,1732.78
R13223,O134250,C103315,P1007,2026-01-22,Quality Issue,11730.02
R13224,O101227,C107698,P1214,2026-06-10,Late Delivery,6686.4
R13225,O114298,C108743,P1082,2025-10-23,Changed Mind,3967.02
R13226,O119029,C102162,P1318,2025-12-06,Late Delivery,7396.01
R13227,O128822,C106849,P1217,2025-09-14,Late Delivery,11705.18
R13228,O136354,C103223,P1017,2025-06-15,Damaged Product,6497.94
R13229,O140452,C106508,P1472,2025-06-10,Quality Issue,22907.64
R13230,O155030,C102309,P1279,2026-01-19,Late Delivery,9005.66
R13231,O107084,C108621,P1289,2026-03-16,Changed Mind,3970.16
R13232,O101245,C108020,P1475,2025-10-04,Damaged Product,12957.05
R13233,O116015,C107143,P1390,2025-11-18,Damaged Product,5799.51
R13234,O127611,C105178,P1333,2026-07-14,Damaged Product,5503.7
R13235,O110881,C106269,P1085,2026-04-21,Late Delivery,1859.43
R13236,O156598,C108990,P1061,2025-09-11,Wrong Product,8349.91
R13237,O144821,C102415,P1120,2025-05-12,Late Delivery,8128.58
R13238,O146611,C100536,P1428,2025-08-09,Damaged Product,2153.49
R13239,O119722,C104179,P1292,2026-01-30,Changed Mind,18420.08
R13240,O138840,C106517,P1375,2026-05-11,Late Delivery,20264.45
R13241,O144459,C108603,P1467,2025-05-12,Changed Mind,8123.72
R13242,O104008,C104375,P1110,2025-08-12,Wrong Product,8093.66
R13243,O128309,C104859,P1137,2025-03-27,Damaged Product,7094.51
R13244,O110592,C104661,P1034,2025-06-29,Changed Mind,14487.16
R13245,O155018,C103623,P1191,2025-04-28,Changed Mind,12037.28
R13246,O127188,C105754,P1356,2026-01-08,Damaged Product,26072.46
R13247,O104271,C102483,P1455,2025-11-11,Changed Mind,25483.2
R13248,O136877,C106838,P1414,2026-04-28,Quality Issue,11906.73
R13249,O154038,C103719,P1279,2025-02-23,Changed Mind,10065.15
R13250,O140368,C100103,P1459,2025-07-18,Damaged Product,1169.89
R13251,O150776,C104822,P1095,2025-12-02,Late Delivery,2973.45
R13252,O115268,C102610,P1267,2025-05-08,Quality Issue,2837.89
R13253,O111642,C101155,P1018,2026-06-29,Changed Mind,6313.34
R13254,O121869,C109952,P1037,2026-08-01,Changed Mind,17050.23
R13255,O113165,C107702,P1217,2025-12-29,Quality Issue,19508.64
R13256,O150184,C108161,P1065,2025-05-28,Wrong Product,15100.22
R13257,O140787,C101062,P1169,2026-04-13,Changed Mind,6663.17
R13258,O135296,C108671,P1476,2025-03-31,Changed Mind,2878.33
R13259,O109204,C103849,P1049,2025-09-27,Quality Issue,5140.02
R13260,O131842,C108843,P1116,2026-02-24,Late Delivery,5275.44
R13261,O104400,C108076,P1277,2025-10-05,Wrong Product,6514.68
R13262,O135525,C100397,P1029,2025-02-01,Quality Issue,4463.12
R13263,O157401,C105731,P1068,2025-09-22,Changed Mind,20937.2
R13264,O131968,C105639,P1146,2025-05-28,Changed Mind,2892.22
R13265,O114873,C109993,P1429,2025-12-02,Quality Issue,9289.34
R13266,O105186,C103308,P1060,2025-04-01,Wrong Product,6944.99
R13267,O116986,C109961,P1196,2025-04-20,Quality Issue,17482.35
R13268,O145923,C101819,P1175,2025-06-03,Late Delivery,6897.23
R13269,O131142,C101825,P1214,2026-01-20,Quality Issue,19056.24
R13270,O150589,C105084,P1375,2026-02-01,Late Delivery,10665.5
R13271,O101180,C108008,P1280,2026-01-21,Quality Issue,19285.74
R13272,O135318,C109886,P1440,2025-04-05,Damaged Product,11116.08
R13273,O130494,C105781,P1067,2025-03-07,Quality Issue,5030.75
R13274,O106136,C105811,P1394,2026-08-06,Wrong Product,8882.36
R13275,O106731,C107467,P1144,2026-07-16,Late Delivery,236.31
R13276,O140964,C107502,P1295,2025-03-31,Damaged Product,20775.32
R13277,O143619,C100080,P1173,2025-06-12,Wrong Product,1291.2
R13278,O133494,C105614,P1102,2025-07-03,Wrong Product,4080.57
R13279,O153366,C108537,P1294,2026-08-06,Late Delivery,4467.99
R13280,O125860,C105541,P1381,2026-03-27,Wrong Product,1264.3
R13281,O138877,C105480,P1353,2026-06-15,Late Delivery,6096.0
R13282,O113803,C104533,P1480,2025-06-28,Wrong Product,9558.84
R13283,O158084,C106046,P1016,2025-07-24,Wrong Product,4741.28
R13284,O106960,C109867,P1157,2025-11-02,Changed Mind,1446.42
R13285,O143817,C109223,P1076,2025-05-25,Quality Issue,3001.07
R13286,O144153,C101995,P1158,2025-10-18,Wrong Product,2783.52
R13287,O135778,C103927,P1034,2025-07-30,Damaged Product,13038.44
R13288,O140147,C109622,P1037,2026-06-23,Damaged Product,5683.41
R13289,O146336,C106490,P1449,2025-06-09,Late Delivery,18474.27
R13290,O117491,C103403,P1420,2025-11-08,Quality Issue,6693.54
R13291,O153706,C100394,P1317,2026-08-16,Wrong Product,14286.78
R13292,O102611,C105824,P1287,2025-11-03,Wrong Product,9513.12
R13293,O103456,C109393,P1179,2026-08-01,Quality Issue,3708.53
R13294,O106300,C106720,P1381,2026-08-02,Wrong Product,5323.36
R13295,O126331,C102627,P1060,2026-04-10,Late Delivery,7716.66
R13296,O108934,C103289,P1267,2026-07-14,Late Delivery,6677.38
R13297,O154268,C103088,P1281,2026-06-05,Damaged Product,3036.11
R13298,O124073,C106280,P1211,2026-04-19,Late Delivery,12187.8
R13299,O140713,C100515,P1074,2026-03-17,Changed Mind,2509.89
R13300,O155249,C106496,P1101,2026-08-19,Changed Mind,2681.75
R13301,O107429,C102236,P1326,2025-07-09,Wrong Product,4403.01
R13302,O156501,C101393,P1157,2026-02-04,Damaged Product,1229.46
R13303,O102895,C106222,P1139,2025-08-03,Changed Mind,9784.21
R13304,O119414,C100536,P1249,2026-01-19,Changed Mind,1736.35
R13305,O156076,C104045,P1356,2025-04-24,Late Delivery,21727.05
R13306,O100404,C108703,P1399,2025-06-29,Wrong Product,8041.66
R13307,O158983,C101149,P1065,2025-05-15,Damaged Product,18875.28
R13308,O152426,C109137,P1326,2025-02-21,Quality Issue,13904.25
R13309,O153890,C105331,P1274,2025-08-18,Quality Issue,4983.34
R13310,O128058,C105421,P1043,2025-08-08,Quality Issue,2647.98
R13311,O153476,C109325,P1107,2026-03-19,Wrong Product,10262.28
R13312,O103068,C106769,P1027,2025-06-07,Late Delivery,9736.43
R13313,O133060,C104416,P1281,2025-03-19,Damaged Product,6072.22
R13314,O133555,C103755,P1384,2025-04-03,Damaged Product,3171.1
R13315,O146888,C104296,P1056,2025-05-22,Quality Issue,4230.54
R13316,O120131,C106020,P1103,2025-06-26,Wrong Product,4414.77
R13317,O121458,C106755,P1146,2026-01-07,Damaged Product,6805.22
R13318,O124640,C108706,P1041,2025-11-29,Wrong Product,11100.84
R13319,O141427,C108632,P1189,2025-05-13,Wrong Product,1275.11
R13320,O156129,C100034,P1442,2025-04-05,Wrong Product,3230.69
R13321,O112981,C107412,P1448,2026-04-25,Late Delivery,3971.52
R13322,O151329,C109509,P1435,2025-08-26,Quality Issue,1302.06
R13323,O103722,C102220,P1480,2025-02-20,Quality Issue,5030.97
R13324,O143145,C101989,P1307,2025-05-06,Late Delivery,1129.1
R13325,O100933,C106793,P1344,2026-07-04,Damaged Product,4771.08
R13326,O102355,C100685,P1224,2025-10-08,Wrong Product,1746.21
R13327,O125209,C105309,P1441,2025-09-16,Quality Issue,3685.2
R13328,O152393,C109646,P1325,2025-11-05,Damaged Product,307.76
R13329,O152980,C108979,P1019,2025-11-20,Damaged Product,6373.22
R13330,O115002,C104431,P1200,2026-02-04,Late Delivery,13067.13
R13331,O141908,C106258,P1290,2025-10-31,Damaged Product,686.77
R13332,O118320,C103646,P1422,2026-01-18,Quality Issue,5869.03
R13333,O129445,C102413,P1163,2025-01-18,Changed Mind,11478.05
R13334,O143915,C107891,P1307,2026-05-01,Damaged Product,2656.7
R13335,O104522,C105177,P1487,2026-04-02,Late Delivery,3662.28
R13336,O102961,C106412,P1098,2025-05-30,Wrong Product,8815.05
R13337,O141386,C109903,P1121,2025-09-11,Damaged Product,2509.4
R13338,O139436,C104902,P1062,2025-04-12,Late Delivery,14063.75
R13339,O141232,C108404,P1473,2026-01-31,Quality Issue,8496.13
R13340,O118572,C109070,P1055,2026-04-04,Quality Issue,18056.61
R13341,O135324,C107469,P1252,2025-05-20,Changed Mind,5532.34
R13342,O114121,C107492,P1013,2025-09-01,Wrong Product,2285.82
R13343,O130867,C103578,P1250,2025-04-16,Late Delivery,9471.5
R13344,O150087,C101795,P1011,2025-07-23,Late Delivery,4181.76
R13345,O153490,C107413,P1337,2025-12-06,Changed Mind,14426.36
R13346,O121770,C105271,P1295,2025-11-21,Late Delivery,9348.89
R13347,O151224,C108101,P1260,2025-08-02,Quality Issue,1523.32
R13348,O130682,C101789,P1216,2026-02-14,Changed Mind,7010.85
R13349,O125446,C107586,P1022,2025-01-23,Damaged Product,3500.1
R13350,O122326,C105504,P1337,2025-08-22,Damaged Product,3606.59
R13351,O147241,C108281,P1007,2025-08-23,Late Delivery,8797.52
R13352,O146625,C104373,P1169,2025-01-22,Late Delivery,2467.84
R13353,O148713,C109425,P1303,2025-06-13,Quality Issue,9986.72
R13354,O158374,C106912,P1203,2025-03-01,Wrong Product,11670.86
R13355,O112034,C108576,P1397,2025-10-12,Damaged Product,4731.37
R13356,O157531,C106212,P1355,2025-09-04,Damaged Product,8137.75
R13357,O106579,C109740,P1108,2025-06-08,Late Delivery,6844.14
R13358,O155062,C109139,P1420,2025-07-29,Quality Issue,8428.91
R13359,O144206,C100609,P1316,2026-04-21,Quality Issue,8531.34
R13360,O134736,C107715,P1250,2025-02-22,Quality Issue,3988.0
R13361,O146177,C109073,P1283,2026-06-07,Changed Mind,22024.69
R13362,O122355,C108299,P1354,2025-03-05,Late Delivery,3821.48
R13363,O104894,C109337,P1462,2025-10-05,Quality Issue,4714.36
R13364,O137780,C100221,P1290,2025-04-25,Changed Mind,307.24
R13365,O138827,C109561,P1025,2026-06-09,Damaged Product,12453.38
R13366,O116175,C108572,P1287,2026-07-03,Late Delivery,9037.46
R13367,O110728,C107804,P1021,2025-12-22,Changed Mind,18028.19
R13368,O109582,C106810,P1422,2026-05-29,Quality Issue,9781.71
R13369,O146317,C107555,P1459,2025-12-31,Quality Issue,458.78
R13370,O137576,C101010,P1122,2025-05-06,Damaged Product,27767.28
R13371,O102908,C102387,P1136,2025-12-16,Wrong Product,3593.36
R13372,O144819,C107637,P1071,2025-02-01,Quality Issue,6250.68
R13373,O151756,C100019,P1472,2025-04-02,Quality Issue,16170.1
R13374,O118454,C107104,P1443,2025-12-18,Late Delivery,19318.41
R13375,O135875,C108402,P1087,2026-05-27,Damaged Product,14854.41
R13376,O159001,C105154,P1242,2025-05-29,Wrong Product,6962.04
R13377,O111101,C104106,P1012,2026-01-15,Quality Issue,1337.83
R13378,O135379,C105814,P1137,2025-02-12,Damaged Product,24121.33
R13379,O148041,C108091,P1355,2025-12-20,Quality Issue,2863.28
R13380,O141182,C106172,P1118,2025-08-03,Damaged Product,27700.16
R13381,O104275,C107416,P1123,2026-02-08,Wrong Product,1374.06
R13382,O134627,C101270,P1483,2025-12-05,Late Delivery,3795.84
R13383,O123374,C108486,P1009,2025-01-31,Late Delivery,13838.4
R13384,O137213,C106764,P1241,2026-03-20,Changed Mind,4303.31
R13385,O113130,C101496,P1439,2026-05-21,Damaged Product,1949.84
R13386,O127009,C108411,P1493,2025-03-09,Late Delivery,389.81
R13387,O125376,C107376,P1189,2026-05-22,Wrong Product,4845.42
R13388,O153383,C101051,P1475,2025-02-27,Damaged Product,7198.36
R13389,O157356,C104037,P1362,2026-08-17,Wrong Product,6783.88
R13390,O126155,C100750,P1403,2025-08-18,Changed Mind,2119.16
R13391,O159591,C107865,P1245,2025-02-04,Late Delivery,6820.33
R13392,O151145,C104206,P1069,2025-05-10,Quality Issue,7569.14
R13393,O133962,C104066,P1038,2025-06-29,Quality Issue,4660.88
R13394,O133917,C105581,P1291,2025-09-20,Wrong Product,3218.62
R13395,O137947,C100567,P1476,2026-06-24,Damaged Product,1519.12
R13396,O105692,C105006,P1388,2026-07-19,Wrong Product,20877.28
R13397,O141367,C103965,P1480,2025-09-11,Quality Issue,13583.62
R13398,O141090,C106605,P1039,2025-06-21,Quality Issue,6603.75
R13399,O146895,C100567,P1016,2025-04-05,Wrong Product,1996.33
R13400,O108969,C105875,P1449,2026-04-16,Late Delivery,23400.74
R13401,O152255,C105698,P1368,2025-05-09,Late Delivery,9987.71
R13402,O102598,C100615,P1216,2025-08-28,Quality Issue,14021.7
R13403,O155223,C103878,P1325,2025-11-20,Damaged Product,971.88
R13404,O122350,C101750,P1375,2026-05-26,Wrong Product,15998.25
R13405,O137878,C101364,P1342,2025-06-12,Damaged Product,4220.85
R13406,O153017,C105993,P1313,2026-07-20,Damaged Product,24079.32
R13407,O157820,C102911,P1068,2026-06-18,Wrong Product,20937.2
R13408,O122512,C101819,P1153,2025-05-30,Late Delivery,8824.02
R13409,O127652,C103416,P1057,2026-08-26,Quality Issue,388.4
R13410,O100004,C101120,P1302,2025-10-01,Wrong Product,12549.5
R13411,O140590,C108607,P1344,2025-08-11,Wrong Product,9542.16
R13412,O119896,C105674,P1133,2026-06-04,Damaged Product,5823.51
R13413,O140483,C109721,P1226,2025-06-18,Damaged Product,10408.81
R13414,O157984,C109319,P1118,2025-02-28,Damaged Product,5540.03
R13415,O125065,C106339,P1002,2026-08-10,Late Delivery,19487.16
R13416,O114736,C102844,P1072,2025-09-21,Damaged Product,17620.26
R13417,O141301,C103115,P1390,2026-05-16,Wrong Product,11599.02
R13418,O135076,C104417,P1100,2025-09-03,Changed Mind,3390.04
R13419,O124137,C109364,P1401,2025-08-21,Changed Mind,1134.17
R13420,O155712,C106310,P1406,2026-06-09,Damaged Product,3273.22
R13421,O135217,C104555,P1122,2025-01-11,Quality Issue,22213.82
R13422,O117274,C100280,P1428,2025-10-01,Quality Issue,538.37
R13423,O115743,C103878,P1016,2026-07-09,Quality Issue,6737.61
R13424,O115455,C102564,P1005,2026-06-13,Wrong Product,724.14
R13425,O109505,C107273,P1228,2025-11-22,Late Delivery,4502.46
R13426,O113812,C109884,P1122,2025-07-27,Changed Mind,13189.46
R13427,O123039,C108244,P1242,2025-06-04,Changed Mind,8818.58
R13428,O111809,C109178,P1083,2025-01-31,Quality Issue,5672.54
